,AAPL,PETS,STMP,VZ,SO,T,FXY,FXB,FXF,VCLT
2015-01-27,100.27971649169922,13.422819137573242,46.279998779296875,36.99198913574219,40.95210647583008,24.999473571777344,82.56999969482422,149.22999572753906,108.26000213623047,77.63128662109375
2015-01-28,105.94882202148438,13.27376651763916,45.779998779296875,36.7525634765625,40.756797790527344,24.90042495727539,82.80000305175781,148.8300018310547,107.54000091552734,78.37480163574219
2015-01-29,109.24739074707031,13.406257629394531,46.93000030517578,36.800437927246094,41.24116134643555,25.11376190185547,82.19999694824219,147.9499969482422,105.62000274658203,78.0191879272461
2015-01-30,107.64864349365234,13.138465881347656,45.56999969482422,36.481201171875,39.62400817871094,25.083288192749023,82.80999755859375,147.91000366210938,106.19000244140625,78.90010070800781
2015-02-02,108.99929809570312,13.222149848937988,45.349998474121094,37.49480056762695,39.67088317871094,25.570934295654297,82.79000091552734,147.52000427246094,105.20999908447266,78.84660339355469
2015-02-03,109.01765441894531,13.330939292907715,46.720001220703125,38.17318344116211,39.68651580810547,26.165250778198242,82.73999786376953,148.9600067138672,105.51000213623047,77.96314239501953
2015-02-04,109.85380554199219,13.038044929504395,46.90999984741211,38.14923858642578,38.63966369628906,26.21858787536621,82.91999816894531,149.3300018310547,105.63999938964844,77.5578842163086
2015-02-05,110.63788604736328,13.406256675720215,47.130001068115234,38.19712448120117,38.83496856689453,26.317638397216797,82.73999786376953,150.60000610351562,105.75,77.21749114990234
2015-02-06,109.7061996459961,13.372782707214355,47.459999084472656,39.37033462524414,37.63188171386719,26.5690860748291,81.80999755859375,149.58999633789062,105.37999725341797,76.45559692382812
2015-02-09,110.43494415283203,13.238886833190918,47.47999954223633,39.178794860839844,37.33501052856445,26.39383316040039,81.9800033569336,149.41000366210938,105.55000305175781,76.58526611328125
2015-02-10,112.55655670166016,13.088254928588867,47.529998779296875,39.51399612426758,38.030303955078125,26.55384635925293,81.44999694824219,149.75999450683594,105.30000305175781,76.123291015625
2015-02-11,115.19474792480469,13.071516990661621,47.849998474121094,39.75341796875,37.46000289916992,26.20334815979004,80.81999969482422,149.5800018310547,105.01000213623047,76.13947296142578
2015-02-12,116.6521987915039,13.071516990661621,57.15999984741211,39.521976470947266,36.77676010131836,26.3709774017334,81.77999877929688,151.1999969482422,105.12000274658203,76.1718978881836
2015-02-13,117.22412109375,13.029674530029297,56.91999816894531,39.35437774658203,36.65293884277344,26.409074783325195,81.87000274658203,151.2100067138672,104.55999755859375,75.74234771728516
